DTXSID,true_chemname
DTXSID401009718,"2-Propenoic acid, 2-methyl-, butyl ester, homopolymer"
DTXSID501009511,"2-Propenoic acid, 2-methyl-, butyl ester, polymer with 2-(dimethylamino)ethyl 2-methyl-2-propenoate and methyl 2-methyl-2-propenoate"
DTXSID4098192,"Cashew, nutshell liq., polymer with ethylenediamine and formaldehyde"
DTXSID901011053,"Formaldehyde, polymer with 2-methylphenol"
DTXSID3094092,"Formaldehyde, polymer with 3-methylphenol"
DTXSID2094267,"Formaldehyde, polymer with 2-methylphenol and phenol"
DTXSID6094772,"1,3-Benzenedicarboxylic acid, 1,3-dimethyl ester, polymer with 1,4-cyclohexanedimethanol and 1,4-dimethyl 1,4-benzenedicarboxylate"
DTXSID40108110,"1-Decene, polymer with 4-methyl-1-pentene"
DTXSID701012100,"1,4-Benzenediol, polymer with 1,1'-sulfonylbis[4-chlorobenzene] and 4,4'-sulfonylbis[phenol]"
DTXSID001011137,"Hexanedioic acid, polymer with 2,2'-oxybis[ethanol]"
DTXSID30949796,"1,3-Propanediamine, N,N-dimethyl-, polymer with (chloromethyl)oxirane"
DTXSID501011782,"1,3-Propanediamine, N1,N1-dimethyl-, polymer with 2-(chloromethyl)oxirane, sulfate"
DTXSID201012898,"1,3-Benzenedicarboxylic acid, 1,3-dimethyl ester, polymer with 1,4-dimethyl 1,4-benzenedicarboxylate and 1,2-ethanediol"
DTXSID60947947,"Formaldehyde--3,5-dimethylphenol (1/1)"
DTXSID001009578,"1,3-Benzenedicarboxylic acid, polymer with 1,4-dimethyl 1,4-benzenedicarboxylate and 1,2-ethanediol"
DTXSID301011055,"1,3-Dioxepane, polymer with 1,3,5-trioxane"
DTXSID701012217,"1,3-Propanediol, 2-ethyl-2-(hydroxymethyl)-, polymer with 1,1'-methylenebis[4-isocyanatobenzene]"
DTXSID301009103,tert-Butyl 4-({[(9H-fluoren-9-yl)methoxy](hydroxy)methylidene}amino)-5-oxopentanoate
DTXSID201009100,"2-Amino-7-methyl-5-oxo-1,5-dihydropyrazolo[1,5-a]pyridine-3,4-dicarbonitrile"
DTXSID801011129,"2-Propenoic acid, ethyl ester, polymer with ethene"
DTXSID1094278,"2-Propenoic acid, ethyl ester, polymer with 2-ethylhexyl 2-propenoate"
DTXSID4049668,"2-Propenoic acid, ethyl ester, polymer with ethenyl acetate and 2,5-furandione, hydrolyzed"
DTXSID2051261,"2-Propenoic acid, ethyl ester, polymer with ethenyl acetate and 2,5-furandione, hydrolyzed, sodium salt"
DTXSID601012383,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with ethyl 2-propenoate and 2-methyl-2-propenamide"
DTXSID101012633,"2-Propenoic acid, 2-methyl-, polymer with ethenylbenzene, ethyl 2-propenoate and methyl 2-methyl-2-propenoate"
DTXSID2094059,"2-Propenoic acid, 2-methyl-, polymer with ethenylbenzene and ethyl 2-propenoate"
DTXSID501009666,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with ethyl 2-propenoate"
DTXSID6095457,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with ethyl 2-propenoate and 2-(3-oxazolidinyl)ethyl 2-methyl-2-propenoate"
DTXSID0095382,"Ethene, homopolymer, chlorinated"
DTXSID501011520,"Bicyclo[2.2.1]hept-2-ene, 5-ethylidene-, polymer with ethene and 1-propene"
DTXSID801009760,"1-Hexene, polymer with ethene"
DTXSID70108163,"1-Octene, polymer with ethene and 1-hexene"
DTXSID4094081,"2-Propenoic acid, 2-methylpropyl ester, polymer with ethene"
DTXSID601011711,"2-Propenoic acid, 2-methyl-, polymer with ethene and 2-methylpropyl 2-propenoate"
DTXSID901012120,"2-Propenoic acid, 2-methyl-, polymer with ethene and 2-methylpropyl 2-propenoate, sodium salt"
DTXSID601012052,"2-Propenoic acid, 2-methyl-, polymer with ethene and 2-methylpropyl 2-propenoate, zinc salt"
DTXSID201009748,"2,5-Furandione, polymer with ethene"
DTXSID701009729,"2-Propenoic acid, 2-methyl-, polymer with ethene"
DTXSID201011383,"2-Propenoic acid, 2-methyl-, polymer with ethene and ethenyl acetate"
DTXSID601011773,"Acetic acid ethenyl ester, polymer with ethene and N-(hydroxymethyl)-2-propenamide"
DTXSID601010975,"1-Propene, polymer with ethene"
DTXSID6094067,"Ethene, chloro-, polymer with ethene"
DTXSID101009733,"Hexanedioic acid, polymer with 1,2-ethanediol"
DTXSID60891971,"Poly(oxy-1,2-ethanediyl), alpha-(3-carboxy-1-oxosulfopropyl)-omega-hydroxy-, C10-12-alkyl ethers, disodium salts"
DTXSID00891238,Polyoxyethylene monobenzoate
DTXSID4094667,"1,4-Benzenedicarboxylic acid, polymer with 1,2-ethanediol and 1,6-hexanediol"
DTXSID4094326,"1,3-Benzenedicarboxylic acid, polymer with 1,2-ethanediol"
DTXSID8094043,Isophthalic acid terephthalic acid ethylene glycol polymer
DTXSID20100410,"Resin acids and Rosin acids, Me esters, reaction products with ethylene glycol-maleic acid-phthalic acid polymer"
DTXSID30947898,"Decanedioic acid--ethane-1,2-diol (1/1)"
DTXSID301009577,"2-Propenoic acid, 2-methyl-, 1,1'-(1,2-ethanediyl) ester, polymer with methyl 2-methyl-2-propenoate"
DTXSID301011148,"2-Butenedioic acid (2E)-, polymer with 1,2-ethanediol"
DTXSID30105173,"Formaldehyde, polymer with 4-nonylphenol and oxirane, phosphate"
DTXSID60948479,"1,2-Benzenedicarboxylic acid, polymer with 1,2-ethanediol"
DTXSID1051272,Polyethyleneimine
DTXSID501011425,"2-Propenoic acid, 2-ethylhexyl ester, polymer with methyl 2-propenoate"
DTXSID00948110,4-Ethyl-2-methylideneoctanoic acid--methyl 2-methylprop-2-enoate (1/1)
DTXSID701009717,"2-Propenoic acid, 2-methyl-, ethyl ester, homopolymer"
DTXSID401010955,"Ethene, ethoxy-, homopolymer"
DTXSID901009694,"Urea, polymer with formaldehyde and 1,3,5-triazine-2,4,6-triamine"
DTXSID201009679,"1,3,5-Triazine-2,4,6-triamine, polymer with formaldehyde, isobutylated"
DTXSID101011047,"Formaldehyde, polymer with 4-nonylphenol"
DTXSID80949201,Formaldehyde--4-octylphenol (1/1)
DTXSID2049713,Bakelite
DTXSID001009730,"Formaldehyde, polymer with [1,1'-biphenyl]-4-ol"
DTXSID2093827,"Naphthalenesulfonic acid, sodium salt (1:1), polymer with formaldehyde"
DTXSID30950226,Formaldehyde--4-(2-methylbutan-2-yl)phenol (1/1)
DTXSID901011596,"Urea, polymer with N1,N2-bis(2-aminoethyl)-1,2-ethanediamine and formaldehyde"
DTXSID9095006,"Formaldehyde, polymer with tris(nonylphenyl) phosphite"
DTXSID00891874,Polynoxylin
DTXSID901009737,"Urea, polymer with formaldehyde, butylated"
DTXSID5094367,"2-Butenedioic acid (2E)-, polymer with 1,2-propanediol"
DTXSID2094392,"Hexanedioic acid, polymer with 1,2,3-propanetriol"
DTXSID9094321,"2-Propenoic acid, 2-methyl-, 2-oxiranylmethyl ester, polymer with chloroethene and ethenyl acetate"
DTXSID5094650,"2-Propenoic acid, 2-methyl-, 2-oxiranylmethyl ester, polymer with chloroethene and 1,1-dichloroethene"
DTXSID70880371,Hexafluoropropene tetrafluoroethylene polymer
DTXSID6094564,"1,3-Propanediol, 2-ethyl-2-(hydroxymethyl)-, polymer with 1,6-diisocyanatohexane"
DTXSID2094893,"1,3-Benzenedicarboxylic acid, polymer with 1,6-hexanediol"
DTXSID4028337,Polyisobutenylsuccinic anhydride
DTXSID50904988,"2-Methyl-1,3-butadiene homopolymer"
DTXSID40947900,"Benzene, ethenyl-, polymer with 2-methyl-1,3-butadiene"
DTXSID101009676,"2-Butenedioic acid (2Z)-, polymer with chloroethene and ethenyl acetate"
DTXSID60891911,"2,5-Furandione, polymer with 1-propene"
DTXSID201009736,"2,5-Furandione, polymer with ethenylbenzene"
DTXSID201011690,"2,5-Furandione, polymer with ethenylbenzene, 2-butoxyethyl ester, ammonium salt"
DTXSID501012485,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with 1,1-dichloroethene and 2-methyl-2-propenenitrile"
DTXSID601011066,"2-Propenoic acid, methyl ester, homopolymer"
DTXSID7094711,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with 1,1-dichloroethene and methyl 2-propenoate"
DTXSID801011193,"2-Propenoic acid, methyl ester, polymer with chloroethene"
DTXSID5049815,Vinylidene chloride/methylacrylate copolymer
DTXSID501009747,"Benzene, ethenylmethyl-, homopolymer"
DTXSID3094042,"Benzene, 1-ethenyl-4-methyl-, homopolymer"
DTXSID60858847,Polyoxyethylene monohexadecyl ether
DTXSID80894424,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-[[(9Z)-1-oxo-9-octadecen-1-yl]oxy]-, ether with D-glucitol (6:1)"
DTXSID301018687,Polybutylene terephthalate
DTXSID70948945,Phenol--ethenylbenzene (1/1)
DTXSID20895091,"1,4-Benzenedicarbonyl dichloride, polymer with 1,4-benzenediamine"
DTXSID60872523,Polyphosphoric acids
DTXSID5094101,"1-Propene, polymer with chloroethene"
DTXSID90904987,"Poly(oxymethyl-1,2-ethanediyl), alpha-hydro-omega-hydroxy-, hexanedioate"
DTXSID70897060,"Sorbitan, monohexadecanoate, poly(oxy-1,2-ethanediyl) derivs."
DTXSID7047724,Polytetrafluoroethylene
DTXSID7047805,4-tert-Butylphenol formaldehyde resin
DTXSID60894806,"1,4-Benzenedicarboxylic acid, polymer with 1,4-butanediol"
DTXSID30108407,"Hexanedioic acid, polymer with N1,N2-bis(2-aminoethyl)-1,2-ethanediamine"
DTXSID80950998,"Hexanedioic acid--2-ethyl-2-(hydroxymethyl)propane-1,3-diol (1/1)"
DTXSID001010896,Poly(oxymethylene)
DTXSID5031929,Polyurethane
DTXSID30895103,"Acetic acid ethenyl ester, polymer with chloroethene"
DTXSID2095231,Polyvinyl butyral resin
DTXSID5025940,Polyvinyl chloride
DTXSID501011118,"Ethene, 1,1'-[methylenebis(oxy)]bis-, homopolymer"
DTXSID3051250,Polyvinylidene chloride
DTXSID301011093,"Propane, 1-(ethenyloxy)-2-methyl-, homopolymer"
DTXSID801010969,"Ethene, methoxy-, homopolymer"
DTXSID4093807,"Octadecanoic acid, ethenyl ester, homopolymer"
DTXSID801014842,Potassium abietate
DTXSID40883096,"2-Propenoic acid, potassium salt (1:1)"
DTXSID5026178,Potassium dichloroisocyanurate
DTXSID0067054,"Phenol, 4,4'-[2,2,2-trifluoro-1-(trifluoromethyl)ethylidene]bis-, dipotassium salt"
DTXSID9094820,"Lignosulfonic acid, potassium salt"
DTXSID3064801,Potassium pentachlorophenate
DTXSID50159618,Potassium piperidine-1-dithiocarboxylate
DTXSID601011028,"Phosphoric acid, potassium salt (1:?)"
DTXSID50186368,Potassium propionate
DTXSID5042322,Potassium ricinoleate
DTXSID201009550,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.,.alpha.'-[(1-methylethylidene)di-4,1-phenylene]bis[.omega.-hydroxy-"
DTXSID30100643,"Fatty acids, tall-oil, diesters with polypropylene glycol"
DTXSID80894388,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-, ether with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol (3:1)"
DTXSID6051221,"Acrylic acid, with sodium-2-acrylamido-2-methyl-1-propanesulfonate and sodium phosphinate"
DTXSID8021197,beta-Propiolactone
DTXSID6061288,"2-Propenoic acid, propyl ester"
DTXSID10703338,"2-Methylprop-2-enoic acid--propane-1,2-diol (2/1)"
DTXSID101014584,Dipropyl maleate
DTXSID2025973,Propyl methacrylate
DTXSID0059405,"9-Octadecenoic acid (9Z)-, propyl ester"
DTXSID60102271,"9-Octadecenoic acid (9Z)-, propyl ester, sulfated"
DTXSID60891956,"Pulp, cellulose"
DTXSID70891982,Pumpkin seed oil
DTXSID1026536,"1H,3H-Benzo(1,2-c:4,5-c')difuran-1,3,5,7-tetrone"
DTXSID9028912,"Quaternary ammonium compounds, bis(hydrogenated tallow alkyl)dimethyl, salts with bentonite"
DTXSID8099708,"Rape oil, polymd., oxidized"
DTXSID50104825,"Rape oil, Me ester"
DTXSID4097201,"Rape oil, sulfurized"
DTXSID8093607,Limonite
DTXSID1038878,Resorcinol monobenzoate
DTXSID7058701,Retene
DTXSID10102640,"Fats and Glyceridic oils, rice bran, sulfated"
DTXSID0093710,"Fats and Glyceridic oils, rice bran, sulfated, sodium salts"
DTXSID1028077,"Resin acids and Rosin acids, aluminum salts"
DTXSID40100750,"Resin acids and Rosin acids, ammonium salts"
DTXSID80102399,"Resin acids and Rosin acids, cobalt salts"
DTXSID5093761,"Rosin, decarboxylated"
DTXSID70100667,"Resin acids and Rosin acids, dimers, calcium salts"
DTXSID5028295,"Resin acids and Rosin acids, hydrogenated, esters with glycerol"
DTXSID9028124,"Resin acids and Rosin acids, hydrogenated, esters with pentaerythritol"
DTXSID7098408,"Resin acids and Rosin acids, magnesium salts"
DTXSID2093825,"Resin acids and Rosin acids, manganese salts"
DTXSID0028406,"Resin acids and Rosin acids, Me esters"
DTXSID8098782,"Resin acids and Rosin acids, polymd., esters with ethylene glycol"
DTXSID6095534,"Resin acids and Rosin acids, polymd., esters with pentaerythritol"
DTXSID30100305,"Resin acids and Rosin acids, zirconium salts"
DTXSID9045843,Salicyl alcohol
DTXSID8029315,"4-(Butan-2-yl)-2,6-di-tert-butylphenol"
DTXSID20863073,Isobutyl methacyrlate
DTXSID6034891,Silica gel
DTXSID1052822,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethoxylated propoxylated"
DTXSID4042383,Silver fluoride
DTXSID8042399,Sodium abietate
DTXSID50892018,Sodium D-glycero-D-guloheptanoate
DTXSID10998944,"Sodium 1,4-bis[(2,6-dimethylheptan-4-yl)oxy]-1,4-dioxobutane-2-sulfonate"
DTXSID7050408,Sodium ditridecylsulfosuccinate
DTXSID0042400,Sodium hexyldecyl sulfate
DTXSID6044800,Sodium dibutylcarbamodithioate
DTXSID6041848,Dibutylnaphthalenesulfonic acid sodium salt
DTXSID8027826,Dicyclohexyl sodium sulfosuccinate
DTXSID10889363,"Butanedioic acid, 2-sulfo-, 1,4-dipentyl ester, sodium salt (1:1)"
DTXSID70952062,Sodium dioctadecyl phosphate
DTXSID501015746,Sodium ethylenebis(dithiocarbamate)
DTXSID001011420,"Glycine, N,N'-1,2-ethanediylbis[N-(carboxymethyl)-, sodium salt (1:?)"
DTXSID7027120,Sodium hydroxymethanesulfinate
DTXSID3029738,Sodium hydrosulfide
DTXSID1026035,Sodium 2-mercaptobenzothiolate
DTXSID801015640,N-Oleyl-N-methyltaurine sodium salt
DTXSID4042416,Sodium myristyl sulfate
DTXSID2027595,Sodium 1-octanesulfonate
DTXSID9042411,Sodium oleyl sulfate
DTXSID10872533,Sodium monohydrogen phosphate heptahydrate (2:1:7)
DTXSID9051296,Sodium sulfide [Na2(Sx)]
DTXSID4042418,Sodium tridecyl sulfate
DTXSID4044537,Sodium triisopropyl naphthalene sulfonate
DTXSID301011136,"Ethenesulfonic acid, sodium salt (1:1), homopolymer"
DTXSID00872901,Sorbitan
DTXSID9099616,"Glycerides, soya di-"
DTXSID4099617,"Glycerides, soya di-, hydrogenated"
DTXSID2028436,Soybean fatty acids
DTXSID3096907,"Fatty acids, soya, calcium salts"
DTXSID30101812,"Fatty acids, soya, Me esters"
DTXSID2095152,"Fatty acids, soya, sodium salts"
DTXSID20100677,"Soybean oil, maleated"
DTXSID6097520,"Glycerides, soya mono-"
DTXSID401011022,"Glycerides, soya mono-, hydrogenated"
DTXSID6097158,"Soybean oil, polymd., oxidized"
DTXSID1093674,Spermaceti
DTXSID7098400,"Sperm oil, polymd., oxidized"
DTXSID70102641,"Sperm oil, sulfated"
DTXSID5093711,"Sperm oil, sulfated, sodium salts"
DTXSID1027138,"Hexanoic acid, 2-ethyl-, tin(2+) salt"
DTXSID60220222,"Tin distearate, pure"
DTXSID20884389,Stannous sulfate
DTXSID0026046,Stearatochromic chloride complex
DTXSID8059716,"Glycine, N-methyl-N-(1-oxooctadecyl)-"
DTXSID0026048,Octadecyl hexadecanoate
DTXSID5062639,Stearyl stearate
DTXSID20195321,"N1-Octadecyl-1,3-propanediamine"
DTXSID0063739,"Benzoxazole, 2-[4-[2-[4-(2-benzoxazolyl)phenyl]ethenyl]phenyl]-5-methyl-"
DTXSID001009166,Poly(styrene-isobutylene)
DTXSID4094168,"2-Propenoic acid, 2-methyl-, 2-methylpropyl ester, polymer with ethenylbenzene"
DTXSID70948142,But-2-enedioic acid--ethenylbenzene (1/1)
DTXSID8094176,"2,5-Furandione, polymer with ethenylbenzene, sodium salt"
DTXSID60892029,"2-?Propenoic acid, 2-?methyl-?, polymer with ethenylbenzene"
DTXSID5094078,"2-Propenoic acid, 2-methyl-, polymer with ethenylbenzene, potassium salt"
DTXSID801009677,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with ethenylbenzene"
DTXSID6024464,4-Aminobenzenesulfonic acid
DTXSID6044775,2-[(2-Methylacryloyl)oxy]ethanesulfonic acid
DTXSID2061981,"2-Propenoic acid, 2-methyl-, 2-sulfoethyl ester, sodium salt"
DTXSID3027037,Sulfolane
DTXSID6029707,Sulfuryl chloride
DTXSID7095868,"Fatty acids, tall-oil, Bu esters"
DTXSID6097318,"Fatty acids, tall-oil, calcium salts"
DTXSID0028404,Tall-oil fatty acid DEA
DTXSID20104731,"Fatty acids, tall-oil, dimers"
DTXSID8097841,"Fatty acids, tall-oil, isooctyl esters"
DTXSID0028292,"Fatty acids, tall-oil, low-boiling"
DTXSID5029394,"Fatty acids, tall-oil, magnesium salts"
DTXSID9049615,"Fatty acids, tall-oil, ethoxylated"
DTXSID6028107,"Fatty acids, tall-oil, diesters with polyethylene glycol"
DTXSID4028098,"Fatty acids, tall-oil, potassium salts"
DTXSID8097211,"Fatty acids, tall-oil, Pr esters"
DTXSID9028099,"Fatty acids, tall-oil, sodium salts"
DTXSID40102678,"Fatty acids, tall-oil, sulfated"
DTXSID8097215,"Fatty acids, tall-oil, sulfonated"
DTXSID8095146,"Fatty acids, tall-oil, zinc salts"
DTXSID0057594,"Glycerides, tall-oil"
DTXSID0028290,"Tall oil, sodium salt"
DTXSID101010968,"Alcohols, tallow, ethoxylated"
DTXSID7095155,"Amides, tallow, hydrogenated"
DTXSID9028093,"Amines, tallow alkyl"
DTXSID0049604,Ethoxylated hydrogenated tallow alkylamines
DTXSID70101715,"Tallow, oxidized"
DTXSID8028264,"Fatty acids, tallow, calcium salts"
DTXSID8028393,"Amides, tallow, N,N-bis(hydroxyethyl)"
DTXSID2095108,"Fatty acids, tallow, 2-(2-hydroxyethoxy)ethyl esters"
DTXSID8098443,"Tallow, hydrogenated, esters with diethylene glycol"
DTXSID2095156,"Fatty acids, tallow, potassium salts"
DTXSID6027711,"Fatty acids, tallow, sodium salts"
DTXSID7028067,"Monoglycerides, hydrogenated tallow"
DTXSID201010923,"Monoglycerides, tallow"
DTXSID80103624,"Tallow, sulfated"
DTXSID10892256,Sodium tallow alcohol sulfate
DTXSID5093765,"Tallow, sulfonated"
DTXSID5095171,"Fatty acids, tallow, compds. with triethanolamine"
DTXSID8029652,tert-Butyl acrylate
DTXSID0027808,"Phosphorous acid, 2-(1,1-dimethylethyl)-4-[1-[3-(1,1-dimethylethyl)-4-hydroxyphenyl]-1-methylethyl]phenyl bis(4-nonylphenyl) ester"
DTXSID4044581,2-tert-Butyl-4-ethylphenol
DTXSID7058963,"Phenol, 3-(1,1-dimethylethyl)-4-methoxy-"
DTXSID3060405,tert-Butyl methacrylate
DTXSID501018990,Bis(dibutylthiocarbamoyl) sulfide
DTXSID6041262,Titanium(IV) n-butoxide
DTXSID0042450,Tetrachlorophenol
DTXSID7026102,Tetrachlorophthalic anhydride
DTXSID8027797,Tetraethylene glycol di(2-ethylhexanoate)
DTXSID7026108,Tetraethylenepentamine
DTXSID00880384,"Benzene, pentafluoro[1,2,2-trifluoro-2-[(trifluoroethenyl)oxy]-1-(trifluoromethyl)ethoxy]-, polymer with tetrafluoroethene and trifluoro(trifluoromethoxy)ethene"
DTXSID80971502,"1,4,4a,9a-Tetrahydroanthracene-9,10-dione"
DTXSID00621259,4-Hydroxy-5-methyltetrahydropyrimidin-2(1H)-one
DTXSID90860332,"3a-Methyl-3a,4,7,7a-tetrahydro-4,7-methano-2-benzofuran-1,3-dione"
DTXSID3026516,Tetrahydrophthalic anhydride
DTXSID5026122,"N,N,N',N'-Tetramethylethylenediamine"
DTXSID3038808,"1,3,5,7-Tetramethyl-1,3,5,7-tetravinylcyclotetrasiloxane"
DTXSID6027634,"1-Propene, tetramer"
DTXSID4042464,Tetrasodium N-(3-carboxylato-1-oxo-2-sulphonatopropyl)-N-octadecyl-L-aspartate
DTXSID0024341,Toluene diisocyanate
DTXSID2027389,Toluenesulfonamide
DTXSID40904452,"Benzenesulfonamide, ar-methyl-, reaction products with formaldehyde"
DTXSID80933988,"Benzenesulfonamide, 4-methyl-, polymer with formaldehyde"
DTXSID7093826,"Benzenesulfonamide, ar-methyl-, polymer with formaldehyde"
DTXSID7045075,Tosylate
DTXSID7059222,"Benzenesulfonamide, 4-methyl-N-[4-(phenylamino)phenyl]-"
DTXSID3027403,Tributyltin chloride
DTXSID3029659,"Stannane, trichlorooctyl-"
DTXSID8066501,1-Tridecanethiol
DTXSID20867814,"3,6,9-Trioxapentacosan-1-ol"
DTXSID3026223,Triethylene glycol diacetate
DTXSID1064900,"Decanoic acid, 1,2-ethanediylbis(oxy-2,1-ethanediyl) ester"
DTXSID4059334,"Octanoic acid, 1,2-ethanediylbis(oxy-2,1-ethanediyl) ester"
DTXSID9023702,Triethylenetetramine
DTXSID80880201,"Ethene, 1-chloro-1,2,2-trifluoro-, homopolymer"
DTXSID4026262,"Tris(2,3-epoxypropyl)isocyanurate"
DTXSID3029237,3-(Trimethoxysilyl)propyl methacrylate
DTXSID5044990,"3,3,5-Trimethylcyclohexyl 2-methylprop-2-enoate"
DTXSID1021906,"1,3-Diaminopropane"
DTXSID30274136,"2,4,4-Trimethylhexane-1,6-diamine"
DTXSID3029657,"Stannane, chlorotrioctyl-"
DTXSID2059223,"Guanidine, N,N',N''-triphenyl-"
DTXSID8058324,"EDTA, tripotassium salt"
DTXSID5026548,"2,4,6-Tris(dimethylaminomethyl)phenol"
DTXSID00884089,"Hexanoic acid, 2-ethyl-, compd. with 2,4,6-tris[(dimethylamino)methyl]phenol (3:1)"
DTXSID8070097,"2,4,6-Tris(dimethylaminomethyl)phenol stearic acid salt (1:3)"
DTXSID401014569,Tris(dinonylphenyl) phosphite
DTXSID7020556,Trisodium ethylenediaminetetraacetate
DTXSID9027075,Trisodium (2-hydroxyethyl)ethylenediaminetriacetate
DTXSID7052789,Sodium trimetaphosphate
DTXSID8064800,"Trioctadecyl 2-hydroxypropane-1,2,3-tricarboxylate"
DTXSID7063637,Tristearyl phosphate
DTXSID60984635,Tris{2-[2-(2-hydroxyethoxy)ethoxy]ethyl} phosphate
DTXSID7029291,Tung oil
DTXSID00104532,"Fatty acids, tung-oil"
DTXSID501009735,"Urea, polymer with formaldehyde, methylated"
DTXSID2028060,"Fatty acids, vegetable-oil"
DTXSID8095148,"Fats and Glyceridic oils, vegetable, sulfated"
DTXSID00949506,Ethenyl
DTXSID0074556,"Butanoic acid, ethenyl ester"
DTXSID3021435,Vinyl fluoride
DTXSID60184572,Vinyl hexanoate
DTXSID00947961,"Ethyl prop-2-enoate--1,1-dichloroethene (1/1)"
DTXSID0094449,"2-Propenoic acid, 2-ethylhexyl ester, polymer with 1,1-dichloroethene"
DTXSID80947984,"Methyl 2-methylprop-2-enoate--1,1-dichloroethene (1/1)"
DTXSID80211894,Vinyl pelargonate
DTXSID9051537,Vinyl propionate
DTXSID20861736,"Octadecanoic acid, ethenyl ester"
DTXSID2047018,Ethenesulfonic acid
DTXSID2093740,"Oils, walnut"
DTXSID4027860,Xylenesulfonic acid
DTXSID101014558,Yttrium oxide
DTXSID20933846,O-Butyl hydrogen carbonodithioate--zinc (1/1)
DTXSID7047485,Zinc chromate
DTXSID00890685,"Decanoic acid, zinc salt (2:1)"
DTXSID60893470,(T-4)-Bis[1-(hydroxy-kappa O)methanesulfinato-kappa O]zinc
DTXSID7042516,Zinc hydroxide
DTXSID1075018,Zinc isodecanoate
DTXSID001015446,Zinc linoleate
DTXSID4060317,Zinc dioleate
DTXSID3064807,Trizinc phosphate
DTXSID00892245,"Resin acid, zinc salt"
DTXSID6048624,Zinc salicylate
DTXSID8035976,Zinc silicate
DTXSID9027819,2-Ethylhexanoic acid zirconium salt (1:x)
DTXSID80104535,"Naphthenic acids, zirconium salts"
DTXSID10896936,"Neodecanoic acid, zirconium salt (1:?)"
DTXSID0051815,"Octanoic acid, zirconium salt (1:x)"
DTXSID90166422,Zirconium stearate
DTXSID6099221,"Naphthenic acids, cerium(4+) salts"
DTXSID10107877,"Naphthalenesulfonic acid, methyl-, sodium salt (1:1), polymer with formaldehyde"
DTXSID4021131,N-Phenyl-2-naphthylamine
DTXSID7027043,Potassium acetate
